Disease name:	Carcinoma, Hepatocellular
miRNA_name	PMID	Description	Causality
hsa-mir-424	33714261	In conclusion, circ-RNF13 might sponge miR-424-5p to suppress HBV-associated HCC cells malignant progression and HBV infection by regulating TGIF2, providing a novel insight into the occurrence and treatment of HBV-associated HCC.	Unknown
hsa-mir-424	33316739	Abnormal expression of MiR5p has been reported to accelerate the progression of liver cancer, but it mediated immune cell infiltration imbalance is still unknown.	Unknown
hsa-mir-424	32801906	CONCLUSION: The present study revealed that high-expressed CDKN2B-AS1 may associate with the progression of HCC by affecting the cell viability, migration, invasion, and EMT of HCC cells by negatively regulating miR-424-5p.	Unknown
hsa-mir-424	32996041	CONCLUSION: In a word, we observed LINC00657 regulated PD-L1 expression by sponging miR-424, thus affecting the developments of hepatocellular carcinoma.	Unknown
hsa-mir-424	36157872	CONCLUSION: We conclude that miRNA-326, miRNA-424, and miRNA-511 have diagnostic and prognostic roles in Egyptian patients with hepatitis C virus-related HCC and should be considered for better disease management.	Unknown
hsa-mir-424	35804809	These preliminary data show that the novel miRNAs panel (miR-150, miR-199a, miR-224, miR-424, and miR-3607) could serve as a potential non-invasive biomarker for HCC early prediction in chronic HCV patients.	Unknown
hsa-mir-424	34287021	Conclusions: The data suggest that serum miR-424 may represent a biomarker in early detection of HCC.	Unknown
hsa-mir-424	32864004	In HCC, hsa-miR-15b (p = 0.0010), hsa-miR-125b (p = 0.0010), hsa-miR3p (p = 0.0010), hsa-miR-424 (p = 0.0313), hsa-miR-494 (p < 0.0001), hsa-miR-497 (p < 0.0001), hsa-miR-612 (p = 0.0078), hsa-miR-637 (p < 0.0001), and hsa-miR-1255b (p = 0.0156) presented down-expression.	Unknown
hsa-mir-424	32714042	We observed that the levels of miR-424, let-7c, miR-222, miR-200b were upregulated when hepatoma cells were treated with MG132, and this increase was negatively correlated with the levels of PBX3.	Unknown
hsa-mir-106a	31933933	The results showed down-regulation of miR-106a suppressed migration and invasion and increased radiosensitivity of HCC cells by targeting FBXW7, providing a novel avenue for HCC treatment.	Unknown
hsa-mir-106a	35585886	Moreover, miR3p and miR-106a-5p significantly increased the ROS level and stagnated cell cycle at G2/M in HCC; the results were more obvious in cells after ionizing radiation (IR).	Unknown
hsa-mir-106a	32020591	Collectively, these results revealed TCL6 as a tumor-suppressive lncRNA regulates PI3K/AKT signaling pathway via directly binding to miR-106a-5p in HCC.	Unknown
hsa-mir-431	36786410	CircADSS could regulate HCC cell malignancy by miR5p/TOP2A axis.	Unknown
hsa-mir-103a	36273122	The miR-103a/EVA1A/TP53 axis provides a new potential diagnostic and therapeutic target for HCC treatment.	Unknown
hsa-mir-103a	32373952	CONCLUSIONS: Overexpression of hsa_circ_0000711 promoted the proliferation and inhibited the apoptosis of hepatoma cells via targeting has-miR-103a-3p.	Unknown
hsa-mir-103a	35731638	RESULTS: miRNA expression profiling revealed 5 miRNAs (miR-124, miR-141, miR-205, miR-208a, miR-499a) were significantly upregulated and 2 miRNAs were significantly downregulated (miR-103a, miR-15a) in HCC compared to advanced fibrosis patients.	Unknown
hsa-mir-103a	34131101	Therefore, our study revealed that miR-103a may act as a key mediator in HCC progression.	Unknown
hsa-mir-186	36242728	LncRNA NUTM2A-AS1 accelerated the evolution of HCC by up-regulating the KLF7/Wnt/beta-catenin pathway through sponging miR-186-5p.	Unknown
hsa-mir-186	33880589	In conclusion, the findings of the present study suggested that circ-PRKCI may promote the viability, invasion and migration of HCC cells by sponging miR-1294 and miR-186-5p to upregulate FOXK1 expression levels.	Unknown
hsa-mir-186	33210454	Mechanistically, we demonstrated that circ_0008305 up-regulated TMED2 expression by sponging miR-186, which resulted in significantly induced HCC progression in vitro and in vivo.	Unknown
hsa-mir-186	32698940	In conclusion, miR-186 represses proliferation, migration, invasion, and EMT, and induces apoptosis through targeting CDK6 in HCC, which may provide a new therapeutic target for HCC.	Unknown
hsa-mir-186	32855736	Thus, miR-186 may promote the development and progression of vein tumor thrombus in HCC.	Unknown
hsa-mir-186	31293662	Taken together, SNHG16 promoted HCC cell proliferation, migration and invasion by functioning as a competitive endogenous RNA (ceRNA) to negatively regulate miR-186 expression.	Unknown
hsa-mir-363	32042127	Collectively, these demonstrated that OIP5-AS1 was involved in HCC progression via targeting miR-363-3p and SOX4.	Unknown
hsa-mir-363	31693242	CONCLUSION: Current model combining serum miR5p, miR-765, and PIVKA-II has potential significance for diagnosis of AFP-NHCC.	Unknown
hsa-mir-183	30910587	A significant inverse correlation between microRNA-200a/-183 and UGT1A9 mRNA level was observed in a panel of HCC specimens. MicroRNA-200a/-183 downregulated UGT1A9 expression in a dose-dependent manner and significantly reduced sorafenib beta-D-glucuronide formation in HCC cells.	Unknown
hsa-mir-183	33078826	The current study may offer some new insights into understanding the role of miR-183-5p in HCC.	Unknown
hsa-mir-485	32675746	METHODS: We measured the expression of mucin 1 (MUC1) and miR5p in tissues from 15 HCC patients and in liver cancer cell lines by quantitative real-time polymerase chain reaction and Western blot, screened for aberrantly expressed microRNAs (miRNAs) by miRNA microarrays. CONCLUSIONS: Our findings reveal that circHECTD1 facilitates HCC progression by sponging miR5p to up-regulate MUC1.	Unknown
hsa-mir-485	32435875	Our study opens novel insights to help understand the mechanisms of lncRNA RHPN1-AS1/miR-485-5p/BSG axis in HCC progression, which may provide a new therapeutic target for HCC treatment.	Unknown
hsa-mir-485	31706018	Collectively, our results suggest miR-485-5p can downregulate WBP2 to inhibit the development of HCC by the blockade of the Wnt/beta-catenin signaling, providing a novel molecular target for HCC treatment.	Unknown
hsa-mir-485	31376654	Taken these together, we indicated that LINC00460 promoted HCC progression through sponging miR-485-5p and up-regulating PAK1.	Unknown
hsa-mir-485	31174090	The BLACAT1/ has-miR-485-5p regulatory axis may be a molecular target for future HCC therapy.	Unknown
hsa-mir-24	34189151	CONCLUSIONS: High-serum miR-324-3p may be involved in the progression of HBV-related hepatitis to HCC and may serve as a candidate biomarker for the diagnosis and prognosis of HBV-related HCC.	Unknown
hsa-mir-24	35396771	Collectively, we revealed that exosomal circGSE1 derived from hepatocellular carcinoma (HCC) cells promotes the progression of HCC by inducing Tregs expansion via regulating the miR5p/TGFBR1/Smad3 axis.	Unknown
hsa-mir-24	30867638	The purpose of this study was to evaluate the potential value of a panel of HCC-related circulating miRNAs (miR-142, miR-182, miR-200a, mir-210, miR-211, miR-302b, miR-324, miR-338, miR-340 and miR-1246) as noninvasive biomarkers for discriminating primary HCC from metastatic tumors in the liver.	Unknown
hsa-mir-455	35293286	In conclusion, HCC cell proliferation, invasion, and migration were restrained by knockdown of HUMT, which was related to the miR-455-5p/LRP4 axis.	Unknown
hsa-mir-455	35286011	Furthermore, a p53 inhibitor Pifithrin-alpha (PFT-alpha) effectively abolished the effects of miR-455-3p on HCC cell behaviors.	Unknown
hsa-mir-455	31237446	In this study, we reveal a novel mechanism underlying MCM3AP-AS1-induced HCC metastasis by regulating miR-455.	Unknown
hsa-mir-455	30680535	KNG1, CDK1, EHHADH, CYP3A4, hsa-miR-199a-5p and hsa-miR3p might be biomarkers in the occurrence of HCC.	Unknown
hsa-mir-455	34459207	circSEC24A sponged miR-455-3p to elevate the PPM1F expression, resulting in accelerating malignant behaviors of HCC cells.	Unknown
hsa-mir-455	31732382	we found that miR-455-5p expression was significantly decreased in both HCC patient tumor tissues and cell lines	Unknown
hsa-mir-495	34516334	Above all, this research revealed that miR-495 is essential in suppressing HCC growth, and its application serves as a promising strategy for HCC treatment.	Unknown
hsa-mir-495	34225433	In addition, miR-495 has a certain effect on the proliferation and migration ability of MHCC-97H HCC cells.	Unknown
hsa-mir-495	34806748	The area under the receiver operating characteristic (ROC) curve of miR3p and miR-1293 as diagnostic tests for HCC were 0.76 and 0.78, respectively. CONCLUSION: TEP miRNAs such as miR3p and miR-1293 were differentially expressed in HCC patients, and may be involved in the pathophysiology of HCC.	Unknown
hsa-mir-451	31627983	In comparison to EpCAM-positive fetal hepatocytes, EpCAM-positive HCC cells exhibited downregulation of miR-126, miR-144, and miR-451. Transfection of miR-126, miR-144, and miR-451 induced apoptosis of, and reduced sphere and colony formation in, HCC cells.	Unknown
hsa-mir-665	32435610	MiR-665 may serve as a good indicator for HCC prognosis.	Unknown
hsa-mir-766	32048611	CONCLUSION: In summary, the hsa_circ_0056836 / miR3p / FOSL2 axis may serve as a promising strategy for HCC treatment.	Unknown
hsa-mir-497	34564768	Circ-CCND1 plays a cancer-promoting role in HCC by modulating the miR-497-5p/HMGA2 axis.	Unknown
hsa-mir-497	33845641	In conclusion, our findings demonstrated that circANKRD52 enhances the tumorigenesis of HCC by sponging miR-497-5p and upregulating BIRC5 expression.	Unknown
hsa-mir-497	32257949	CHEK1-hsa-mir5p/hsa-mir5p and GPSM2-hsa-mir5p axes were defined as two key pathways in carcinogenesis of hepatocellular carcinoma by combination of in silico analysis and experimental validation.	Unknown
hsa-mir-497	34577789	Conclusions: The expression levels of miR-497 showed downregulation in HCC patients, but metadherin expression showed upregulation.	Unknown
hsa-mir-497	34076988	MiR-497 and its target gene VEGF-B are closely associated with the biological function and may serve as prognostic factors of MVI in patients with HCC.	Unknown
hsa-mir-497	34305409	DISCUSSION: Therefore, circRNA SCARB1 is upregulated in HCC and promotes HCC cell proliferation and migration by suppressing the maturation of miR-497.	Unknown
hsa-mir-497	32864004	In HCC, hsa-miR-15b (p = 0.0010), hsa-miR-125b (p = 0.0010), hsa-miR3p (p = 0.0010), hsa-miR-424 (p = 0.0313), hsa-miR-494 (p < 0.0001), hsa-miR-497 (p < 0.0001), hsa-miR-612 (p = 0.0078), hsa-miR-637 (p < 0.0001), and hsa-miR-1255b (p = 0.0156) presented down-expression.	Unknown
hsa-mir-34b	35485699	OBJECTIVE: We aimed to demonstrate the frequency of miRNA 196a2 rs11614913 and miRNA 34 b/c rs4938723 gene polymorphisms in HCC patients and their correlation with the clinical features and laboratory findings at diagnosis. CONCLUSIONS: This study identified miR-196a2 rs11614913 CC genotype as a risk factor for HCC development while we failed to document similar relation for miR-34b/c rs4938723 polymorphism.	Unknown
hsa-mir-502	35899951	Besides, circ_0008092, microRNA5p (miR5p) and cyclin D1 (CCND1) expressions in HCC tissues and cell lines were detected by quantitative real-time polymerase chain reaction (qRTPCR).	Unknown
hsa-mir-502	35048790	This study demonstrated that the circ-SOX5/miR5p/SYVN1 axis promotes the development of HCC by regulating cell apoptosis.	Unknown
hsa-mir-502	33234142	CONCLUSION: The novel signaling axis circSOD2/miR5p/DNMT3a/JAK2/STAT3/circSOD2 provides a better understanding of HCC tumorigenesis.	Unknown
hsa-mir-539	32252678	CONCLUSION: lncRNA CRNDE promotes the expression of POU2F1 by adsorbing miR-539-5p, thus promoting the progression of HCC.	Unknown
hsa-mir-539	32818670	CONCLUSION: Our study demonstrated lncRNA TP73-AS1 negatively regulated miR-539 to promote MMP-8 expression, which activated TGF-beta1 signaling to induce M2 macrophage polarization in HCC.	Unknown
hsa-mir-539	32073896	Conclusions: Therefore, ZNF281 may interact with miR-539 to promote HCC cell invasion and migration.	Unknown
hsa-mir-539	30981758	Then, miR-539 down-regulated APOBEC3B and promoted HBV replication. In conclusion, HULC activates HBV by modulating HBx/STAT3/miR-539/APOBEC3B signaling in HBV-related HCC.	Unknown
hsa-mir-653	34780054	CONCLUSIONS: Our results revealed a novel role of miR-653 and miR-29c in regulation of expresion of CYPs involved in crucial biotransformation processes in liver, which are often deregulated during liver cancer progression.	Unknown
hsa-mir-146	31660891	We found that miR-141 and miR-146 correlated with cirrhosis in tumor tissue and normal tissue, respectively.	Unknown
hsa-mir-31	31053500	In discrimination early-stage HCC from severe fibrosis/cirrhosis (F3 F4) patients, both miR-23b-3p (AUC: 0.796, 95%CI: 0.703-0.889; sensitivity: 85.11%, specificity: 65.00%) and miR3p (AUC:0.832, 95%CI: 0.812-0.953; sensitivity: 75.00%, specificity: 85.11%) had better diagnostic performances than AFP (AUC:0.632, 95%CI: 0.512-0.753; sensitivity: 50.00%, specificity: 55.32%).	Unknown
hsa-mir-31	30961699	These results demonstrated that MiR-331-3p down-regulated E2F1 to promote cell proliferation and migration in HCC.	Unknown
hsa-mir-31	31210353	In addition, a seven-miRNA expression signature (miR5p, miR-146a, miR-152, miR-193a-3p, miR5p, miR-500a*, and miR-550a*) was identified as a predictor for HCC PFS (p < .0001; HR = 2.608).	Unknown
hsa-mir-543	34409031	Mechanistically, CRNDE enhanced the stability of ATG4B mRNA by sequestrating miR-543, leading to the elevation of ATG4B and autophagy in HCC cells.	Unknown
